nhm_id,time,min,max,mean,median,sum,area
84057,2016-11-01,6.0,35.0,17.772,18.0,38818.031,401.995
84057,2016-12-01,1.0,15.0,5.636,5.0,12310.027,401.995
84060,2016-01-01,4.0,13.0,9.152,9.0,6763.0,135.588
84060,2016-02-01,11.0,21.0,15.28,15.0,11292.0,135.588
84060,2016-03-01,19.0,69.0,46.096,45.0,34065.0,135.588
84060,2016-04-01,17.0,98.0,80.332,83.0,59365.0,135.588
84060,2016-05-01,75.0,157.0,125.502,128.0,92746.0,135.588
84060,2016-06-01,51.0,199.0,146.172,154.0,108021.0,135.588
84060,2016-07-01,74.0,193.0,152.097,154.0,112400.0,135.588
84060,2016-08-01,63.0,156.0,120.249,128.0,88864.0,135.588
84060,2016-09-01,46.0,124.0,96.926,98.0,71628.0,135.588
84060,2016-10-01,39.0,111.0,78.719,79.0,58173.0,135.588
84060,2016-11-01,11.0,46.0,33.055,33.0,24428.0,135.588
84060,2016-12-01,5.0,18.0,12.445,12.0,9197.0,135.588
84064,2016-01-01,1.0,25.0,8.268,8.0,225733.788,5044.658
84064,2016-02-01,5.0,28.0,10.118,10.0,276243.333,5044.658
84064,2016-03-01,15.0,70.0,29.161,28.439,796174.906,5044.658
84064,2016-04-01,16.0,96.0,44.831,44.0,1224013.231,5044.658
84064,2016-05-01,21.0,137.0,65.933,62.0,1800143.604,5044.658
84064,2016-06-01,16.0,187.0,103.661,105.0,2830228.565,5044.658
84064,2016-07-01,31.0,185.0,134.546,141.0,3673454.98,5044.658
84064,2016-08-01,43.0,145.0,115.604,117.913,3156283.38,5044.658
84064,2016-09-01,17.0,118.0,88.981,94.0,2429418.416,5044.658
84064,2016-10-01,11.0,97.0,59.47,63.0,1623681.133,5044.658
84064,2016-11-01,6.0,44.0,22.482,23.493,613815.145,5044.658
84064,2016-12-01,3.0,22.0,7.994,7.0,218248.22,5044.658
84065,2016-01-01,1.0,18.0,8.57,9.428,5964.78,129.717
84065,2016-02-01,4.0,26.0,12.975,14.0,9030.11,129.717
84065,2016-03-01,16.0,53.0,31.87,32.0,22180.302,129.717
84065,2016-04-01,14.0,79.0,51.122,50.0,35579.306,129.717
84065,2016-05-01,31.0,124.0,89.621,90.0,62373.631,129.717
84065,2016-06-01,20.0,178.0,117.574,123.0,81828.114,129.717
84065,2016-07-01,39.0,180.0,124.331,128.0,86530.439,129.717
84065,2016-08-01,49.0,140.0,94.836,91.0,66002.8,129.717
84065,2016-09-01,28.0,120.0,69.678,65.0,48493.361,129.717
84065,2016-10-01,14.0,87.0,46.492,41.0,32356.816,129.717
84065,2016-11-01,8.0,46.0,16.322,13.0,11359.408,129.717
84065,2016-12-01,2.0,20.0,9.022,10.0,6278.91,129.717
84067,2016-01-01,3.0,15.0,7.877,9.0,1725.0,40.181
84067,2016-02-01,8.0,21.0,14.425,14.0,3159.0,40.181
84067,2016-03-01,10.0,62.0,43.087,46.0,9436.0,40.181
84067,2016-04-01,60.0,98.0,76.84,73.0,16828.0,40.181
84067,2016-05-01,96.0,149.0,123.461,120.0,27038.0,40.181
84067,2016-06-01,65.0,126.0,104.329,106.0,22848.0,40.181
84067,2016-07-01,28.0,134.0,74.831,68.0,16388.0,40.181
84067,2016-08-01,31.0,111.0,79.16,86.0,17336.0,40.181
84067,2016-09-01,42.0,98.0,69.927,69.0,15314.0,40.181
84067,2016-10-01,26.0,65.0,37.228,35.0,8153.0,40.181
84067,2016-11-01,6.0,13.0,9.699,10.0,2124.0,40.181
84067,2016-12-01,6.0,17.0,12.342,12.0,2703.0,40.181
84070,2016-01-01,1.0,25.0,10.773,13.359,57340.459,1000.125
84070,2016-02-01,6.0,33.0,17.591,18.0,93634.875,1000.125
84070,2016-03-01,9.0,69.0,38.99,40.49,207537.925,1000.125
84070,2016-04-01,30.0,102.0,61.057,62.0,324996.549,1000.125
84070,2016-05-01,56.0,150.0,114.3,117.081,608399.655,1000.125
84070,2016-06-01,66.0,188.0,143.158,144.0,762005.565,1000.125
84070,2016-07-01,58.0,182.0,129.169,131.0,687546.369,1000.125
84070,2016-08-01,35.0,139.0,92.906,93.0,494524.243,1000.125
84070,2016-09-01,20.0,118.0,69.394,69.0,369375.11,1000.125
84070,2016-10-01,20.0,86.0,48.702,48.479,259232.455,1000.125
84070,2016-11-01,12.0,42.0,22.783,24.0,121267.533,1000.125
84070,2016-12-01,3.0,29.0,12.949,14.0,68927.133,1000.125
84072,2016-01-01,2.0,17.0,7.704,8.0,6324.596,168.43
84072,2016-02-01,6.0,20.0,11.04,11.0,9063.384,168.43
84072,2016-03-01,17.0,43.0,27.204,26.0,22333.302,168.43
84072,2016-04-01,21.0,77.0,47.168,48.0,38722.471,168.43
84072,2016-05-01,24.0,132.0,83.327,86.0,68406.894,168.43
84072,2016-06-01,21.0,182.0,124.381,131.0,102109.71,168.43
84072,2016-07-01,29.0,175.0,125.132,126.0,102726.18,168.43
84072,2016-08-01,40.0,130.0,107.026,110.0,87862.216,168.43
84072,2016-09-01,22.0,120.0,87.552,89.0,71875.514,168.43
84072,2016-10-01,15.0,90.0,62.109,64.0,50988.373,168.43
84072,2016-11-01,6.0,44.0,25.533,26.0,20961.4,168.43
84072,2016-12-01,2.0,15.0,8.044,8.0,6603.831,168.43
84075,2016-01-01,1.0,23.0,8.487,8.0,52247.216,1172.408
84075,2016-02-01,5.0,38.0,13.46,13.0,82856.996,1172.408
84075,2016-03-01,14.0,77.0,30.046,27.0,184959.659,1172.408
84075,2016-04-01,17.0,99.0,42.195,40.0,259749.427,1172.408
84075,2016-05-01,21.0,151.0,69.07,56.0,425188.851,1172.408
84075,2016-06-01,30.0,202.0,109.841,110.0,676168.839,1172.408
84075,2016-07-01,45.0,201.0,144.978,148.0,892470.792,1172.408
84075,2016-08-01,37.0,151.0,113.893,119.0,701114.733,1172.408
84075,2016-09-01,14.0,135.0,85.227,94.0,524652.22,1172.408
84075,2016-10-01,12.0,105.0,56.238,60.0,346193.714,1172.408
84075,2016-11-01,7.0,55.0,25.483,25.0,156870.557,1172.408
84075,2016-12-01,4.0,23.0,9.17,8.0,56451.839,1172.408
84076,2016-01-01,4.0,21.0,9.071,8.0,36055.831,749.314
84076,2016-02-01,9.0,38.0,17.695,17.0,70335.067,749.314
84076,2016-03-01,18.0,77.0,32.206,30.0,128017.086,749.314
84076,2016-04-01,17.0,103.0,43.186,41.0,171662.537,749.314
84076,2016-05-01,23.0,137.0,64.662,52.0,257027.529,749.314
84076,2016-06-01,26.0,193.0,100.475,99.0,399384.635,749.314
84076,2016-07-01,27.0,196.0,133.542,136.0,530823.518,749.314
84076,2016-08-01,34.0,155.0,120.426,122.0,478685.8,749.314
84076,2016-09-01,18.0,137.0,100.434,105.0,399219.518,749.314
84076,2016-10-01,11.0,105.0,60.864,65.0,241930.863,749.314
84076,2016-11-01,8.0,55.0,31.496,33.0,125196.678,749.314
84076,2016-12-01,4.0,26.0,13.584,14.0,53995.518,749.314
84077,2016-01-01,3.0,15.0,6.444,6.0,2175.969,63.299
84077,2016-02-01,9.0,22.0,10.655,10.0,3597.69,63.299
84077,2016-03-01,20.0,41.0,27.159,27.0,9170.667,63.299
84077,2016-04-01,9.0,69.0,42.365,44.0,14304.941,63.299
84077,2016-05-01,17.0,145.0,106.102,110.0,35826.776,63.299
84077,2016-06-01,33.0,206.0,133.062,135.0,44930.204,63.299
84077,2016-07-01,20.0,189.0,129.481,134.0,43720.976,63.299
84077,2016-08-01,5.0,138.0,98.054,104.0,33109.224,63.299
84077,2016-09-01,16.0,107.0,78.203,83.0,26406.333,63.299
84077,2016-10-01,16.0,87.0,60.709,63.0,20499.275,63.299
84077,2016-11-01,8.0,42.0,22.41,23.0,7566.875,63.299
84077,2016-12-01,5.0,17.0,7.571,7.0,2556.306,63.299
84079,2016-01-01,1.0,21.0,8.104,8.0,234612.435,5405.921
84079,2016-02-01,5.0,31.0,10.942,11.0,316756.051,5405.921
84079,2016-03-01,14.0,71.0,26.679,25.0,772337.325,5405.921
84079,2016-04-01,15.0,95.0,41.971,42.0,1215001.094,5405.921
84079,2016-05-01,20.0,148.0,56.749,43.0,1642814.553,5405.921
84079,2016-06-01,15.0,197.0,91.383,86.512,2645442.192,5405.921
84079,2016-07-01,32.0,188.0,138.195,144.497,4000573.047,5405.921
84079,2016-08-01,14.0,150.0,118.979,124.498,3444309.145,5405.921
84079,2016-09-01,12.0,136.0,89.724,96.499,2597416.784,5405.921
84079,2016-10-01,11.0,106.0,53.059,56.495,1536004.059,5405.921
84079,2016-11-01,6.0,51.0,22.32,21.5,646150.875,5405.921
84079,2016-12-01,2.0,23.0,7.618,6.443,220544.992,5405.921
84081,2016-01-01,6.0,11.0,8.681,9.0,1441.0,30.457
84081,2016-02-01,13.0,20.0,14.976,15.0,2486.0,30.457
84081,2016-03-01,28.0,58.0,39.524,39.0,6561.0,30.457
84081,2016-04-01,67.0,105.0,91.825,94.0,15243.0,30.457
84081,2016-05-01,69.0,152.0,118.584,115.0,19685.0,30.457
84081,2016-06-01,145.0,212.0,190.741,192.0,31663.0,30.457
84081,2016-07-01,108.0,205.0,169.843,174.0,28194.0,30.457
84081,2016-08-01,85.0,150.0,127.867,125.0,21226.0,30.457
84081,2016-09-01,86.0,138.0,125.09,127.0,20765.0,30.457
84081,2016-10-01,66.0,108.0,88.392,89.0,14673.0,30.457
84081,2016-11-01,18.0,46.0,34.596,36.0,5743.0,30.457
84081,2016-12-01,8.0,24.0,13.078,13.0,2171.0,30.457
84082,2016-01-01,0.0,23.0,4.044,2.0,67960.678,3100.185
84082,2016-02-01,4.0,25.0,9.525,9.0,160055.969,3100.185
84082,2016-03-01,17.0,56.0,32.625,32.0,548252.937,3100.185
84082,2016-04-01,22.0,98.0,56.634,57.0,951710.345,3100.185
84082,2016-05-01,39.0,135.0,100.815,102.0,1694144.486,3100.185
84082,2016-06-01,27.0,188.0,141.384,146.0,2375893.192,3100.185
84082,2016-07-01,33.0,181.0,139.133,142.0,2338062.412,3100.185
84082,2016-08-01,33.0,140.0,108.946,112.0,1830789.259,3100.185
84082,2016-09-01,25.0,119.0,89.425,92.0,1502738.055,3100.185
84082,2016-10-01,18.0,86.0,60.692,62.0,1019896.122,3100.185
84082,2016-11-01,11.0,42.0,27.187,27.0,456860.859,3100.185
84082,2016-12-01,3.0,22.0,11.681,12.0,196294.235,3100.185
84083,2016-01-01,9.0,24.0,12.046,12.0,3863.29,62.565
84083,2016-02-01,15.0,27.0,18.43,18.0,5910.671,62.565
84083,2016-03-01,24.0,92.0,49.753,45.0,15956.671,62.565
84083,2016-04-01,42.0,102.0,68.914,68.0,22101.847,62.565
84083,2016-05-01,90.0,170.0,129.168,126.0,41426.431,62.565
84083,2016-06-01,61.0,221.0,139.573,141.0,44763.388,62.565
84083,2016-07-01,46.0,221.0,149.956,152.0,48093.475,62.565
84083,2016-08-01,40.0,164.0,99.167,101.0,31804.49,62.565
84083,2016-09-01,39.0,152.0,96.389,91.0,30913.502,62.565
84083,2016-10-01,23.0,128.0,67.514,49.0,21652.992,62.565
84083,2016-11-01,9.0,63.0,28.168,19.0,9033.839,62.565
84083,2016-12-01,5.0,36.0,12.976,10.0,4161.702,62.565
84084,2016-01-01,0.287,22.427,8.82,9.0,89773.533,2283.719
84084,2016-02-01,5.287,33.331,16.679,17.0,171377.766,2283.719
84084,2016-03-01,14.382,71.854,29.903,29.382,303841.393,2283.719
84084,2016-04-01,16.096,98.567,48.974,49.809,507584.397,2283.719
84084,2016-05-01,23.573,144.0,83.75,89.573,860408.611,2283.719
84084,2016-06-01,23.293,190.337,117.133,122.628,1201118.594,2283.719
84084,2016-07-01,37.866,191.618,136.975,139.478,1402902.216,2283.719
84084,2016-08-01,34.579,150.191,113.879,116.242,1158158.356,2283.719
84084,2016-09-01,17.961,135.522,93.945,96.337,953189.698,2283.719
84084,2016-10-01,10.478,103.758,54.581,56.86,556404.37,2283.719
84084,2016-11-01,6.478,53.236,27.409,27.77,279435.879,2283.719
84084,2016-12-01,4.191,24.0,11.476,11.654,115492.734,2283.719
84085,2016-01-01,2.0,24.358,8.767,8.786,74991.865,1935.85
84085,2016-02-01,7.214,34.251,17.804,17.786,151517.044,1935.85
84085,2016-03-01,15.107,63.111,29.271,28.679,249875.497,1935.85
84085,2016-04-01,16.535,91.823,45.924,47.856,381241.669,1935.85
84085,2016-05-01,21.749,148.111,78.076,80.354,645253.147,1935.85
84085,2016-06-01,33.428,190.181,114.714,116.675,951562.252,1935.85
84085,2016-07-01,31.033,188.502,142.839,146.214,1204432.546,1935.85
84085,2016-08-01,27.712,144.502,117.247,117.572,994719.338,1935.85
84085,2016-09-01,17.177,126.181,98.742,102.823,840966.633,1935.85
84085,2016-10-01,11.749,93.502,48.59,53.963,400258.005,1935.85
84085,2016-11-01,7.214,49.502,27.806,28.0,234978.952,1935.85
84085,2016-12-01,5.0,25.716,12.377,11.893,105627.602,1935.85
84086,2016-01-01,9.0,10.0,9.546,10.0,34.702,1.468
84086,2016-02-01,16.0,18.0,16.895,17.0,61.42,1.468
84086,2016-03-01,30.0,33.0,31.314,31.0,113.835,1.468
84086,2016-04-01,52.0,57.0,54.671,55.0,198.745,1.468
84086,2016-05-01,94.0,105.0,100.081,100.0,363.824,1.468
84086,2016-06-01,54.0,69.0,61.382,61.0,223.141,1.468
84086,2016-07-01,79.0,88.0,83.004,83.0,301.745,1.468
84086,2016-08-01,40.0,48.0,43.458,42.0,157.984,1.468
84086,2016-09-01,34.0,46.0,39.385,41.0,143.176,1.468
84086,2016-10-01,30.0,39.0,34.909,36.0,126.906,1.468
84086,2016-11-01,10.0,13.0,11.153,12.0,40.545,1.468
84086,2016-12-01,5.0,7.0,5.606,6.0,20.38,1.468
84087,2016-01-01,13.0,17.0,14.3,13.0,13.459,0.55
84087,2016-02-01,13.0,14.0,13.425,13.0,12.635,0.55
84087,2016-03-01,36.0,39.0,37.775,37.0,35.553,0.55
84087,2016-04-01,49.0,56.0,51.95,49.0,48.894,0.55
84087,2016-05-01,53.0,70.0,55.025,53.0,51.788,0.55
84087,2016-06-01,69.0,110.0,79.225,69.0,74.565,0.55
84087,2016-07-01,71.0,131.0,85.3,71.0,80.282,0.55
84087,2016-08-01,71.0,103.0,78.2,71.0,73.6,0.55
84087,2016-09-01,50.0,93.0,57.475,50.0,54.094,0.55
84087,2016-10-01,47.0,74.0,53.275,47.0,50.141,0.55
84087,2016-11-01,24.0,37.0,28.725,24.0,27.035,0.55
84087,2016-12-01,15.0,17.0,15.825,15.0,14.894,0.55
84088,2016-01-01,3.0,21.0,8.278,8.0,1001.427,30.457
84088,2016-02-01,7.0,25.0,11.371,11.0,1375.592,30.457
84088,2016-03-01,26.0,58.0,36.211,35.0,4380.639,30.457
84088,2016-04-01,27.0,77.0,43.866,41.0,5306.737,30.457
84088,2016-05-01,48.0,124.0,89.159,91.0,10786.094,30.457
84088,2016-06-01,54.0,169.0,113.758,116.0,13762.047,30.457
84088,2016-07-01,71.0,153.0,122.42,124.0,14809.906,30.457
84088,2016-08-01,68.0,132.0,113.027,113.0,13673.659,30.457
84088,2016-09-01,50.0,106.0,86.684,88.0,10486.776,30.457
84088,2016-10-01,44.0,87.0,62.271,63.0,7533.294,30.457
84088,2016-11-01,17.0,44.0,27.496,27.0,3326.4,30.457
84088,2016-12-01,8.0,27.0,12.546,12.0,1517.737,30.457
84089,2016-01-01,2.0,21.0,10.135,11.0,5257.545,101.462
84089,2016-02-01,6.0,25.0,12.319,12.0,6390.459,101.462
84089,2016-03-01,18.0,58.0,31.793,31.0,16492.106,101.462
84089,2016-04-01,18.0,78.0,39.839,38.0,20665.827,101.462
84089,2016-05-01,29.0,125.0,72.218,70.0,37461.847,101.462
84089,2016-06-01,24.0,169.0,101.093,108.0,52440.051,101.462
84089,2016-07-01,28.0,169.0,115.948,115.0,60145.835,101.462
84089,2016-08-01,44.0,132.0,109.611,113.0,56859.0,101.462
84089,2016-09-01,25.0,117.0,87.019,92.0,45139.675,101.462
84089,2016-10-01,17.0,91.0,60.305,62.0,31282.353,101.462
84089,2016-11-01,7.0,44.0,24.367,24.0,12639.745,101.462
84089,2016-12-01,2.0,27.0,10.693,10.0,5546.863,101.462
84091,2016-01-01,9.0,14.0,9.981,10.0,194.463,4.036
84091,2016-02-01,10.0,15.0,11.462,11.0,223.306,4.036
84091,2016-03-01,26.0,42.0,35.013,35.0,682.145,4.036
84091,2016-04-01,36.0,74.0,54.128,57.0,1054.541,4.036
84091,2016-05-01,35.0,75.0,60.519,63.0,1179.043,4.036
84091,2016-06-01,47.0,133.0,99.649,100.0,1941.404,4.036
84091,2016-07-01,63.0,157.0,121.684,125.0,2370.698,4.036
84091,2016-08-01,65.0,115.0,96.537,98.0,1880.769,4.036
84091,2016-09-01,43.0,105.0,87.869,90.0,1711.902,4.036
84091,2016-10-01,19.0,75.0,55.463,57.0,1080.557,4.036
84091,2016-11-01,19.0,37.0,28.164,29.0,548.71,4.036
84091,2016-12-01,10.0,19.0,12.572,12.0,244.941,4.036
84092,2016-01-01,8.0,24.0,12.249,12.0,4426.482,68.987
84092,2016-02-01,14.0,27.0,18.611,19.0,6725.263,68.987
84092,2016-03-01,33.0,92.0,53.618,55.0,19375.686,68.987
84092,2016-04-01,42.0,102.0,70.355,70.0,25424.055,68.987
84092,2016-05-01,116.0,170.0,143.454,144.0,51839.867,68.987
84092,2016-06-01,103.0,221.0,143.212,139.0,51752.329,68.987
84092,2016-07-01,118.0,221.0,165.663,167.0,59865.58,68.987
84092,2016-08-01,83.0,164.0,117.621,116.0,42504.647,68.987
84092,2016-09-01,78.0,152.0,113.705,114.0,41089.357,68.987
84092,2016-10-01,65.0,128.0,93.158,92.0,33664.376,68.987
84092,2016-11-01,22.0,63.0,36.716,36.0,13268.012,68.987
84092,2016-12-01,9.0,36.0,16.205,16.0,5855.878,68.987
84093,2016-01-01,5.0,20.0,10.683,10.0,2425.502,45.502
84093,2016-02-01,11.0,26.0,16.779,16.0,3809.8,45.502
84093,2016-03-01,31.0,72.0,47.298,47.0,10739.024,45.502
84093,2016-04-01,36.0,82.0,54.931,55.0,12472.067,45.502
84093,2016-05-01,79.0,142.0,121.576,120.0,27603.878,45.502
84093,2016-06-01,72.0,175.0,144.144,148.0,32728.008,45.502
84093,2016-07-01,58.0,166.0,126.324,132.583,28681.969,45.502
84093,2016-08-01,40.0,137.0,95.012,96.0,21572.635,45.502
84093,2016-09-01,45.0,115.0,88.792,89.0,20160.204,45.502
84093,2016-10-01,25.0,79.0,48.397,47.0,10988.682,45.502
84093,2016-11-01,9.0,41.0,20.465,19.0,4646.584,45.502
84093,2016-12-01,5.0,29.0,12.696,12.0,2882.718,45.502
84094,2016-01-01,5.0,18.871,10.164,10.226,1648.412,51.19
84094,2016-02-01,10.226,28.645,14.989,14.548,2488.326,51.19
84094,2016-03-01,22.968,50.774,33.699,33.194,5726.847,51.19
84094,2016-04-01,23.968,73.839,46.959,45.806,7529.739,51.19
84094,2016-05-01,58.968,115.323,82.745,80.452,14768.602,51.19
84094,2016-06-01,88.258,175.097,127.337,124.806,23327.899,51.19
84094,2016-07-01,81.774,168.29,119.854,115.419,22432.438,51.19
84094,2016-08-01,72.71,137.516,103.408,103.323,19109.721,51.19
84094,2016-09-01,61.194,124.935,95.721,95.226,17117.54,51.19
84094,2016-10-01,31.484,90.387,69.574,70.097,11601.573,51.19
84094,2016-11-01,17.645,43.774,33.656,33.548,5554.668,51.19
84094,2016-12-01,10.677,23.226,16.577,17.0,2699.48,51.19
84096,2016-01-01,4.735,16.776,8.736,8.245,927.541,35.961
84096,2016-02-01,9.49,28.531,16.229,16.49,1728.244,35.961
84096,2016-03-01,19.224,44.694,28.924,28.245,3063.176,35.961
84096,2016-04-01,24.184,75.776,43.453,40.245,4598.068,35.961
84096,2016-05-01,36.245,105.265,68.726,72.898,7622.357,35.961
84096,2016-06-01,47.98,167.102,103.763,109.98,11531.781,35.961
84096,2016-07-01,89.939,174.98,143.097,145.469,15331.052,35.961
84096,2016-08-01,84.388,146.0,121.226,122.184,12877.017,35.961
84096,2016-09-01,66.388,120.0,98.244,99.469,10445.027,35.961
84096,2016-10-01,33.918,79.755,61.221,63.224,6507.829,35.961
84096,2016-11-01,18.694,41.755,32.434,33.98,3429.822,35.961
84096,2016-12-01,9.204,23.0,17.069,16.98,1790.586,35.961
84097,2016-01-01,1.0,17.0,7.252,8.0,45962.973,1170.206
84097,2016-02-01,7.0,26.0,14.437,15.0,91500.027,1170.206
84097,2016-03-01,10.0,57.0,26.995,27.0,171088.29,1170.206
84097,2016-04-01,16.0,82.0,50.228,51.0,318332.31,1170.206
84097,2016-05-01,21.0,130.0,92.042,96.0,583340.957,1170.206
84097,2016-06-01,14.0,160.0,113.131,121.0,716996.733,1170.206
84097,2016-07-01,42.0,164.0,127.313,130.0,806882.255,1170.206
84097,2016-08-01,24.0,130.0,92.607,93.0,586925.71,1170.206
84097,2016-09-01,16.0,103.0,73.084,73.0,463190.02,1170.206
84097,2016-10-01,13.0,72.0,46.572,46.0,295160.953,1170.206
84097,2016-11-01,9.0,34.0,18.508,19.0,117297.031,1170.206
84097,2016-12-01,3.0,18.0,6.302,6.0,39943.204,1170.206
84098,2016-01-01,7.0,12.0,7.926,8.0,738.69,17.797
84098,2016-02-01,14.0,18.0,15.861,16.0,1478.314,17.797
84098,2016-03-01,41.0,67.0,50.01,49.0,4661.153,17.797
84098,2016-04-01,49.0,105.0,88.069,89.0,8208.357,17.797
84098,2016-05-01,57.0,126.0,98.822,107.0,9210.635,17.797
84098,2016-06-01,70.0,162.0,134.706,138.0,12555.173,17.797
84098,2016-07-01,52.0,131.0,104.771,107.0,9765.078,17.797
84098,2016-08-01,42.0,120.0,103.481,107.0,9644.792,17.797
84098,2016-09-01,31.0,113.0,83.611,85.0,7792.863,17.797
84098,2016-10-01,48.0,95.0,83.448,85.0,7777.725,17.797
84098,2016-11-01,17.0,41.0,34.641,35.0,3228.631,17.797
84098,2016-12-01,9.0,17.0,11.594,11.0,1080.639,17.797
84099,2016-01-01,0.0,22.0,3.798,1.0,20571.62,1024.16
84099,2016-02-01,5.0,30.0,11.439,10.0,61950.651,1024.16
84099,2016-03-01,14.0,63.0,36.047,36.0,195225.839,1024.16
84099,2016-04-01,36.0,106.0,73.422,74.0,397650.533,1024.16
84099,2016-05-01,49.0,140.0,110.981,114.0,601066.765,1024.16
84099,2016-06-01,51.0,195.0,143.011,146.0,774540.024,1024.16
84099,2016-07-01,39.0,192.0,143.318,146.0,776199.337,1024.16
84099,2016-08-01,34.0,147.0,110.901,113.0,600632.125,1024.16
84099,2016-09-01,17.0,129.0,90.594,92.0,490653.62,1024.16
84099,2016-10-01,16.0,94.0,57.933,57.0,313761.671,1024.16
84099,2016-11-01,8.0,42.0,22.697,23.0,122928.153,1024.16
84099,2016-12-01,5.0,24.0,11.28,12.0,61094.075,1024.16
84100,2016-01-01,6.0,18.0,8.797,9.0,2474.584,55.226
84100,2016-02-01,9.0,27.0,17.518,18.0,4927.596,55.226
84100,2016-03-01,25.0,56.0,34.902,34.0,9817.467,55.226
84100,2016-04-01,31.0,87.0,57.705,57.0,16231.729,55.226
84100,2016-05-01,54.0,132.0,93.763,93.0,26374.596,55.226
84100,2016-06-01,73.0,177.0,152.259,156.0,42828.89,55.226
84100,2016-07-01,80.0,181.0,149.927,152.0,42173.059,55.226
84100,2016-08-01,69.0,138.0,112.831,116.0,31738.122,55.226
84100,2016-09-01,57.0,127.0,104.889,107.0,29504.11,55.226
84100,2016-10-01,34.0,82.0,62.645,62.0,17621.384,55.226
84100,2016-11-01,21.0,38.0,29.741,30.0,8365.82,55.226
84100,2016-12-01,10.0,22.0,14.718,15.0,4139.961,55.226
84101,2016-01-01,1.0,21.0,8.634,8.0,28030.259,599.231
84101,2016-02-01,5.0,25.0,9.861,9.0,32012.239,599.231
84101,2016-03-01,12.0,54.0,28.143,28.0,91364.659,599.231
84101,2016-04-01,17.0,80.0,47.227,47.0,153317.027,599.231
84101,2016-05-01,22.0,133.0,87.518,90.476,284118.451,599.231
84101,2016-06-01,8.0,165.0,99.884,106.0,324263.345,599.231
84101,2016-07-01,26.0,172.0,109.728,115.0,356220.663,599.231
84101,2016-08-01,8.0,121.0,72.624,75.0,235764.725,599.231
84101,2016-09-01,17.0,111.0,67.955,70.0,220608.996,599.231
84101,2016-10-01,22.0,86.0,55.909,56.0,181501.812,599.231
84101,2016-11-01,5.0,42.0,14.245,14.0,46244.224,599.231
84101,2016-12-01,3.0,21.0,7.632,7.0,24775.38,599.231
84102,2016-01-01,0.0,24.0,5.003,4.0,166195.424,6128.447
84102,2016-02-01,2.0,34.0,13.544,13.0,449932.627,6128.447
84102,2016-03-01,9.0,82.0,43.287,42.17,1437978.51,6128.447
84102,2016-04-01,18.0,110.0,64.552,64.429,2144387.388,6128.447
84102,2016-05-01,44.0,148.0,113.19,115.0,3760087.067,6128.447
84102,2016-06-01,36.0,202.0,143.674,146.46,4772762.376,6128.447
84102,2016-07-01,28.0,190.0,133.317,136.0,4428725.816,6128.447
84102,2016-08-01,22.0,151.0,105.266,109.477,3496884.094,6128.447
84102,2016-09-01,11.0,140.0,89.154,92.0,2961636.027,6128.447
84102,2016-10-01,14.0,108.0,66.214,67.0,2199599.545,6128.447
84102,2016-11-01,6.0,54.0,27.839,27.458,924797.376,6128.447
84102,2016-12-01,3.0,32.0,13.477,12.487,447690.365,6128.447
84105,2016-01-01,5.0,23.0,11.848,13.0,2783.651,48.988
84105,2016-02-01,14.0,31.0,19.721,19.0,4633.533,48.988
84105,2016-03-01,28.0,65.0,45.532,44.0,10697.725,48.988
84105,2016-04-01,49.0,89.0,65.608,65.0,15414.643,48.988
84105,2016-05-01,90.0,142.0,122.586,122.0,28801.478,48.988
84105,2016-06-01,100.0,180.0,139.151,139.0,32693.482,48.988
84105,2016-07-01,44.0,163.0,101.771,110.0,23910.984,48.988
84105,2016-08-01,30.0,121.0,77.91,86.0,18304.984,48.988
84105,2016-09-01,29.0,108.0,67.835,69.0,15937.8,48.988
84105,2016-10-01,30.0,90.0,52.336,48.0,12296.325,48.988
84105,2016-11-01,16.0,35.0,22.78,23.0,5352.192,48.988
84105,2016-12-01,4.0,26.0,16.687,18.0,3920.702,48.988
84107,2016-01-01,7.0,10.0,8.341,8.0,1149.243,25.87
84107,2016-02-01,13.0,19.0,15.927,16.0,2194.553,25.87
84107,2016-03-01,28.0,68.0,51.799,53.0,7137.361,25.87
84107,2016-04-01,64.0,106.0,94.601,97.0,13034.894,25.87
84107,2016-05-01,88.0,140.0,116.814,118.0,16095.549,25.87
84107,2016-06-01,95.0,197.0,165.1,172.0,22748.82,25.87
84107,2016-07-01,62.0,190.0,150.769,148.0,20774.141,25.87
84107,2016-08-01,60.0,136.0,112.575,108.0,15511.561,25.87
84107,2016-09-01,61.0,126.0,107.182,106.0,14768.353,25.87
84107,2016-10-01,69.0,99.0,90.687,92.0,12495.592,25.87
84107,2016-11-01,26.0,43.0,36.963,37.0,5093.075,25.87
84107,2016-12-01,10.0,18.0,14.495,14.0,1997.251,25.87
84109,2016-01-01,4.0,21.0,11.651,11.0,3736.004,62.382
84109,2016-02-01,11.0,27.0,16.135,16.0,5173.902,62.382
84109,2016-03-01,35.0,80.0,49.705,46.0,15938.298,62.382
84109,2016-04-01,36.0,110.0,65.769,61.0,21089.239,62.382
84109,2016-05-01,87.0,160.0,130.983,129.0,42000.427,62.382
84109,2016-06-01,82.0,202.0,148.955,151.0,47763.012,62.382
84109,2016-07-01,66.0,199.0,143.192,142.0,45915.196,62.382
84109,2016-08-01,51.0,146.0,106.788,107.0,34241.988,62.382
84109,2016-09-01,71.0,145.0,114.282,114.0,36644.973,62.382
